alcoholPercentage,assortmentText,bottleText,categoryLevel1,categoryLevel2,categoryLevel3,country,customCategoryTitle,grapes,originLevel1,originLevel2,packagingLevel1,price,producerName,productId,productNameBold,productNameThin,productNumber,productNumberShort,restrictedParcelQuantity,sugarContentGramPer100ml,tasteClockBody,tasteClockCasque,tasteClockFruitacid,tasteClockRoughness,tasteClockSweetness,tasteClocks,vintage,volume,volumeText,full_name
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Rosé,Frankrike,Roséchampagne,['Pinot meunier'],Champagne,,Glasflaska,420.0,Champagne Dissau-Verdoolaeghe et Fils,37876467,Champagne Dissau Verdoolaeghe et Fils,Rosea,5449501,54495,0,0.72,0,0,0,0,0,[],,750,750 ml,Champagne Dissau-Verdoolaeghe et Fils Champagne Dissau Verdoolaeghe et Fils Rosea
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,[],Champagne,,Glasflaska,428.0,Champagne Dissau-Verdoolaeghe et Fils,37876516,Champagne Dissau Verdoolaeghe et Fils,Svenerick,5474701,54747,0,0.62,0,0,0,0,0,[],,750,750 ml,Champagne Dissau-Verdoolaeghe et Fils Champagne Dissau Verdoolaeghe et Fils Svenerick
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Chardonnay', 'Pinot noir']",Champagne,,Glasflaska,731.0,EARL Dominique Foureur,28641452,Champagne Dominique Foureur,Cuvée Prince Alaric Grand Cru,5823701,58237,0,0.0,0,0,0,0,0,[],2012,750,750 ml,EARL Dominique Foureur Champagne Dominique Foureur Cuvée Prince Alaric Grand Cru
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Pinot noir', 'Chardonnay']",Champagne,,Glasflaska,521.0,Champagne Douge,30180579,Champagne Douge,Duodecim,5868801,58688,2,0.3,0,0,0,0,0,[],,750,750 ml,Champagne Douge Champagne Douge Duodecim
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Rosé,Frankrike,Roséchampagne,['Pinot noir'],Champagne,,Glasflaska,569.0,Champagne Douge,30180586,Champagne Douge,Rosé Margot,5869001,58690,2,0.5,0,0,0,0,0,[],,750,750 ml,Champagne Douge Champagne Douge Rosé Margot
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,[],Champagne,,Glasflaska,836.0,Forget-Brimont,34083939,Champagne Forget-Brimont,,5306901,53069,0,0.0,0,0,0,0,0,[],2012,750,750 ml,
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Petit meslier', 'Chardonnay']",Champagne,,Glasflaska,1499.0,Champagne Gaidoz-Forget,43374947,Champagne Gaidoz-Forget,Audacieuse Agathe,7659401,76594,0,0.0,0,0,0,0,0,[],2014,750,750 ml,Champagne Gaidoz-Forget Champagne Gaidoz-Forget Audacieuse Agathe
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,[],Champagne,,Glasflaska,585.0,Champagne Gaidoz-Forget,43374950,Champagne Gaidoz-Forget,Quintessence,7662701,76627,0,0.0,0,0,0,0,0,[],,750,750 ml,Champagne Gaidoz-Forget Champagne Gaidoz-Forget Quintessence
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Pinot noir', 'Chardonnay']",Champagne,,Glasflaska,491.0,Gatinois,38631598,Champagne Gatinois,Tradition,5500601,55006,0,0.0,0,0,0,0,0,[],,750,750 ml,Gatinois Champagne Gatinois Tradition
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Pinot meunier', 'Pinot noir', 'Chardonnay']",Champagne,,Glasflaska,399.0,Geoffroy,14868330,Champagne Geoffroy,Expression Brut,7724201,77242,0,0.6,5,1,9,0,2,"[{'key': 'TasteClockSweetness', 'value': 2}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 9}]",,750,750 ml,Geoffroy Champagne Geoffroy Expression Brut
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Rosé,Frankrike,Roséchampagne,['Pinot noir'],Champagne,,Glasflaska,529.0,Geoffroy,24413161,Champagne Geoffroy,Rosé de Saignée,7989601,79896,0,0.0,0,0,0,0,0,[],2016,750,750 ml,Geoffroy Champagne Geoffroy Rosé de Saignée
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,[],Champagne,,Glasflaska,539.0,Champagne Geoffroy,27597795,Champagne Geoffroy,Pureté Premier Cru Brut Nature,5757701,57577,0,0.0,0,0,0,0,0,[],,750,750 ml,Champagne Geoffroy Champagne Geoffroy Pureté Premier Cru Brut Nature
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,[],Champagne,,Glasflaska,559.0,Champagne Geoffroy,27597796,Champagne Geoffroy,Empreinte Millésime Extra Brut,5757201,57572,0,0.0,0,0,0,0,0,[],2015,750,750 ml,Champagne Geoffroy Champagne Geoffroy Empreinte Millésime Extra Brut
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Rosé,Frankrike,Roséchampagne,[],Champagne,,Glasflaska,599.0,Champagne Geoffroy,27597797,Champagne Geoffroy,Rosé de Saignée,5757401,57574,0,0.0,0,0,0,0,0,[],,750,750 ml,Champagne Geoffroy Champagne Geoffroy Rosé de Saignée
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Rosé,Frankrike,Roséchampagne,[],Champagne,,Glasflaska,979.0,Champagne Geoffroy,27597798,Champagne Geoffroy,Blanc de Rosé Premier Cru Extra Brut,5757301,57573,0,0.0,0,0,0,0,0,[],,750,750 ml,Champagne Geoffroy Champagne Geoffroy Blanc de Rosé Premier Cru Extra Brut
12.0,Tillfälligt sortiment,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Chardonnay', 'Pinot noir', 'Pinot meunier']",Champagne,,Glasflaska,471.0,Champagne Gosset,36744718,Champagne Gosset,Grande Reserve Brut,9426001,94260,0,0.0,6,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 10}]",,750,750 ml,Champagne Gosset Champagne Gosset Grande Reserve Brut
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Rosé,Frankrike,Roséchampagne,[],Champagne,,Glasflaska,939.0,Gosset,29157847,Champagne Gosset,Petite douceur Rosé Extra Dry,5840201,58402,0,0.0,0,0,0,0,0,[],,750,750 ml,Gosset Champagne Gosset Petite douceur Rosé Extra Dry
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Pinot meunier', 'Pinot noir', 'Chardonnay']",Champagne,,Glasflaska,562.0,Champagne Gounel-Lassalle,37685115,Champagne Gounel-Lassalle,Esprit Voyageur,5867401,58674,0,0.0,0,0,0,0,0,[],,750,750 ml,Champagne Gounel-Lassalle Champagne Gounel-Lassalle Esprit Voyageur
12.5,Fast sortiment,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,[],Champagne,,Glasflaska,239.0,Champagne J-M Gremillet,33433580,Champagne Gremillet,Cuvée Prestige Brut,5064902,50649,0,1.0,5,1,10,0,2,"[{'key': 'TasteClockSweetness', 'value': 2}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 10}]",,375,375 ml,Champagne J-M Gremillet Champagne Gremillet Cuvée Prestige Brut
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Pinot meunier', 'Pinot noir', 'Chardonnay']",Champagne,,Glasflaska,389.0,Cl de la Chapelle,24629433,Champagne Göteborg 400 år,Brut Premier Cru,5340001,53400,0,1.1,6,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 10}]",,750,750 ml,Cl de la Chapelle Champagne Göteborg 400 år Brut Premier Cru
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Pinot noir'],Champagne,,Glasflaska,851.0,Jacques Copin,41575736,Champagne Jacques Copin,Le Beauche Extra Brut,7121501,71215,0,0.3,0,0,0,0,0,[],,750,750 ml,Jacques Copin Champagne Jacques Copin Le Beauche Extra Brut
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Chardonnay'],Champagne,,Glasflaska,451.0,Jean-Noël Haton,24669844,Champagne Jean Noel Haton,Blanc de Blancs Grand Cru Extra Brut,5483901,54839,0,1.0,0,0,0,0,0,[],,750,750 ml,Jean-Noël Haton Champagne Jean Noel Haton Blanc de Blancs Grand Cru Extra Brut
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Pinot noir', 'Chardonnay']",Champagne,,Glasflaska,511.0,Champagne Jeangout,37661456,Champagne Jeangout,Prestige,5039401,50394,0,0.0,0,0,0,0,0,[],,750,750 ml,Champagne Jeangout Champagne Jeangout Prestige
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Chardonnay'],Champagne,,Glasflaska,796.0,Le Brun-Servenay,42967506,Champagne Le Brun-Servenay,Le Brun Servenay Cuvée Chardonnay Grand Cru Vieilles Vignes,7370101,73701,0,0.0,0,0,0,0,0,[],2012,750,750 ml,Le Brun-Servenay Champagne Le Brun-Servenay Le Brun Servenay Cuvée Chardonnay Grand Cru Vieilles Vignes
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Pinot meunier', 'Pinot noir']",Champagne,,Glasflaska,651.0,Champagne Legrand-latour,38949253,Champagne Legrand-latour,Yprésien Brut Nature,5332601,53326,3,0.0,0,0,0,0,0,[],,750,750 ml,Champagne Legrand-latour Champagne Legrand-latour Yprésien Brut Nature
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Chardonnay', 'Pinot noir']",Champagne,,Glasflaska,400.0,CHAMPAGNE MARIZY Père&Fils,24694351,Champagne Marizy,Brut Premier Cru Grande Réserve,5591101,55911,2,0.0,0,0,0,0,0,[],,750,750 ml,CHAMPAGNE MARIZY Père&Fils Champagne Marizy Brut Premier Cru Grande Réserve
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,[],Champagne,,Glasflaska,619.0,Matthieu Godmé-Guillaume Champagne,43375192,Champagne Matthieu Godmé-Guillaume,VILLAGE V.V.V.,7039501,70395,0,0.0,0,0,0,0,0,[],,750,750 ml,Matthieu Godmé-Guillaume Champagne Champagne Matthieu Godmé-Guillaume VILLAGE V.V.V.
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Chardonnay'],Champagne,,Glasflaska,399.0,Roland Champion,24646479,Champagne Ostron,Blanc de Blancs Grand Cru Brut,5367201,53672,0,0.0,0,0,0,0,0,[],,750,750 ml,Roland Champion Champagne Ostron Blanc de Blancs Grand Cru Brut
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Pinot noir', 'Chardonnay', 'Pinot meunier']",Champagne,,Glasflaska,489.0,Philippe Gonet,35707261,Champagne Philippe Gonet,Reserve Brut,5848801,58488,0,0.0,0,0,0,0,0,[],,750,750 ml,Philippe Gonet Champagne Philippe Gonet Reserve Brut
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Chardonnay'],Champagne,,Glasflaska,539.0,Philippe Gonet,35707269,Champagne Philippe Gonet,Signature Blanc de Blanc Brut,5439201,54392,0,0.0,0,0,0,0,0,[],,750,750 ml,Philippe Gonet Champagne Philippe Gonet Signature Blanc de Blanc Brut
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Chardonnay'],Champagne,,Glasflaska,966.0,Pierre Moncuit,24573226,Champagne Pierre Moncuit,Millesime Grand Cru Brut,5080101,50801,0,0.6,0,0,0,0,0,[],2008,750,750 ml,Pierre Moncuit Champagne Pierre Moncuit Millesime Grand Cru Brut
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,[],Champagne,,Glasflaska,1491.0,Bavion,40087279,Champagne Richard Bavion,Grand Cuvée Brut,7351601,73516,0,0.0,0,0,0,0,0,[],,750,750 ml,Bavion Champagne Richard Bavion Grand Cuvée Brut
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Pinot noir', 'Chardonnay']",Champagne,,Glasflaska,449.0,Champagne Saint-Réol,41575702,Champagne Saint Reol,Saint-Réol Grand Cru Brut,7046701,70467,0,0.8,0,0,0,0,0,[],,750,750 ml,Champagne Saint-Réol Champagne Saint Reol Saint-Réol Grand Cru Brut
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,[],Champagne,,Glasflaska,599.0,Champagne Saint-Réol,32193136,Champagne Saint-Réol,Grand Cru Millésimé,5980501,59805,0,0.6,0,0,0,0,0,[],2012,750,750 ml,Champagne Saint-Réol Champagne Saint-Réol Grand Cru Millésimé
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,[],Champagne,,Glasflaska,1099.0,Champagne Saint-Réol,32193137,Champagne Saint-Réol,Élégance Grand Cru Millésimé,5980601,59806,0,0.8,0,0,0,0,0,[],2008,750,750 ml,Champagne Saint-Réol Champagne Saint-Réol Élégance Grand Cru Millésimé
12.5,Tillfälligt sortiment,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Chardonnay', 'Pinot meunier', 'Pinot noir']",Champagne,,Glasflaska,479.0,Champagne Saint-Réol,42062186,Champagne Saint-Réol,Grand Cru Extra Brut,9358201,93582,0,0.0,6,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 10}]",,750,750 ml,Champagne Saint-Réol Champagne Saint-Réol Grand Cru Extra Brut
12.5,Fast sortiment,Flaska,Vin,Mousserande vin,Halvtorrt vitt,Frankrike,Halvtorr champagne,"['Pinot noir', 'Chardonnay', 'Pinot meunier']",Champagne,,Glasflaska,519.0,Taittinger,24404650,Champagne Taittinger,Demi-Sec,794101,7941,0,3.4,6,1,9,0,5,"[{'key': 'TasteClockSweetness', 'value': 5}, {'key': 'TasteClockBody', 'value': 6}, {'key': 'TasteClockFruitacid', 'value': 9}]",,750,750 ml,Taittinger Champagne Taittinger Demi-Sec
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Chardonnay', 'Pinot noir']",Champagne,,Glasflaska,681.0,Bernard Tornay,36583335,Champagne Tornay,Grand Cru,5488601,54886,0,0.0,0,0,0,0,0,[],2009,750,750 ml,Bernard Tornay Champagne Tornay Grand Cru
12.5,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,"['Pinot meunier', 'Chardonnay', 'Pinot noir']",Champagne,,Glasflaska,399.0,Champagne Tribaut Schloesser,40600108,Champagne Tribaut,Brut Origine,7315001,73150,0,0.0,0,0,0,0,0,[],,750,750 ml,Champagne Tribaut Schloesser Champagne Tribaut Brut Origine
12.0,Fast sortiment,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,['Pinot noir'],Champagne,,Glasflaska,499.0,Charles de Cazanove,24638915,Champagne Vieille France,Blanc de Noirs,205401,2054,0,0.4,7,1,10,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 7}, {'key': 'TasteClockFruitacid', 'value': 10}]",2013,750,750 ml,Charles de Cazanove Champagne Vieille France Blanc de Noirs
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Frankrike,Torr champagne,[],Champagne,,Glasflaska,602.0,Champagne de Venoge,41575710,Champagne de Venoge,Brut Blanc de Noir,7241901,72419,0,0.0,0,0,0,0,0,[],,750,750 ml,Champagne de Venoge Champagne de Venoge Brut Blanc de Noir
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,['Chenin blanc'],Loiredalen,Touraine,Glasflaska,249.0,Domaine Champalou,39486061,Champalou,Vouvray,5005901,50059,0,0.0,0,0,0,0,0,[],2022,750,750 ml,Domaine Champalou Champalou Vouvray
11.5,Ordervaror,Flaska,Vin,Mousserande vin,Smaksatt,Argentina,"Mousserande vin, Smaksatt","['Chardonnay', 'Pinot noir', 'Sémillon']",,,Glasflaska,53.0,Chandon Argentina,24595608,Chandon,Garden Spritz,5183204,51832,0,0.0,0,0,0,0,0,[],,187,187 ml,Chandon Argentina Chandon Garden Spritz
11.5,Ordervaror,Flaska,Vin,Mousserande vin,Smaksatt,Argentina,"Mousserande vin, Smaksatt","['Chardonnay', 'Pinot noir', 'Sémillon']",,,Glasflaska,209.0,Chandon Argentina,24596121,Chandon,Garden Spritz,5185401,51854,0,6.3,5,1,9,0,6,"[{'key': 'TasteClockSweetness', 'value': 6}, {'key': 'TasteClockBody', 'value': 5}, {'key': 'TasteClockFruitacid', 'value': 9}]",,750,750 ml,Chandon Argentina Chandon Garden Spritz
11.5,Ordervaror,Flaska,Vin,Mousserande vin,,Spanien,Mousserande vin,[],,,Glasflaska,99.0,DCOOP BACO,1154431,Chang-Pang,Good,7691601,76916,0,0.0,0,0,0,0,0,[],,750,750 ml,DCOOP BACO Chang-Pang Good
13.0,Ordervaror,Flaska,Vin,Vitt vin,,USA,Vitt vin,[],Kalifornien,Central Coast,Glasflaska,429.0,Chanin Wine Co,24453612,Chanin,Los Alamos Chardonnay,7109701,71097,0,0.0,0,0,0,0,0,[],2017,750,750 ml,Chanin Wine Co Chanin Los Alamos Chardonnay
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Côte de Beaune,Glasflaska,521.0,Domaine Chanson Pere et Fils,38776860,Chanson,Bastion Beaune Premier Cru,5800801,58008,0,0.0,0,0,0,0,0,[],2017,750,750 ml,Domaine Chanson Pere et Fils Chanson Bastion Beaune Premier Cru
13.0,Ordervaror,Flaska,Vin,Rött vin,,Frankrike,Rött vin,[],Bourgogne,Beaujolais,Glasflaska,219.0,Domaine Chanson Pere et Fils,38776865,Chanson,Fleurie,5892301,58923,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Domaine Chanson Pere et Fils Chanson Fleurie
12.5,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Bourgogne,Chablis,Glasflaska,389.0,Domaine Chanson Pere et Fils,38776866,Chanson,Chablis,5904001,59040,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Domaine Chanson Pere et Fils Chanson Chablis
13.0,Ordervaror,Flaska,Vin,Rött vin,,Frankrike,Rött vin,[],Bourgogne,Côte de Nuits,Glasflaska,569.0,Domaine Chanson Pere et Fils,38949416,Chanson,Nuits-Saint-Georges,5975701,59757,0,0.0,0,0,0,0,0,[],2019,750,750 ml,Domaine Chanson Pere et Fils Chanson Nuits-Saint-Georges
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],,,Glasflaska,279.0,Domaine Chanson Pere et Fils,41955347,Chanson,Viré-Clessé,7127801,71278,0,0.0,0,0,0,0,0,[],2022,750,750 ml,Domaine Chanson Pere et Fils Chanson Viré-Clessé
14.0,Ordervaror,Flaska,Vin,Rött vin,,Frankrike,Rött vin,['Grenache'],,,Glasflaska,140.0,Domaine Chante Cigale,24530392,Chante Cigale,Cicada,7849701,78497,6,0.0,0,0,0,0,0,[],2022,750,750 ml,Domaine Chante Cigale Chante Cigale Cicada
13.0,Ordervaror,Flaska,Vin,Rött vin,,Frankrike,Rött vin,['Pinot noir'],Bourgogne,Côte de Nuits,Glasflaska,419.0,Maison Chanzy,24411834,Chanzy,Côte de Nuits-Villages,7927601,79276,0,0.0,0,0,0,0,0,[],2017,750,750 ml,Maison Chanzy Chanzy Côte de Nuits-Villages
13.5,Ordervaror,Flaska,Vin,Rött vin,,Frankrike,Rött vin,['Pinot noir'],Bourgogne,Côte Chalonnaise,Glasflaska,449.0,Maison Chanzy,24416272,Chanzy,Givry Premier Cru Le Champ Lalot,7040601,70406,0,0.0,0,0,0,0,0,[],2020,750,750 ml,Maison Chanzy Chanzy Givry Premier Cru Le Champ Lalot
14.5,Ordervaror,Flaska,Vin,Rött vin,,Frankrike,Rött vin,[],Bourgogne,Côte de Beaune,Glasflaska,469.0,Maison Chanzy,33177747,Chanzy Maranges,Premier Cru La Fussière,5093101,50931,0,0.0,0,0,0,0,0,[],2020,750,750 ml,Maison Chanzy Chanzy Maranges Premier Cru La Fussière
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Torrt vitt,Storbritannien,"Mousserande vin, Vitt Torrt",[],,,Glasflaska,369.0,Chapel Down Group,30641458,Chapel Down,Brut,5886001,58860,0,0.0,0,0,0,0,0,[],,750,750 ml,Chapel Down Group Chapel Down Brut
12.0,Ordervaror,Flaska,Vin,Mousserande vin,Rosé,Storbritannien,"Mousserande vin, Rosé",[],England,Kent,Glasflaska,399.0,Chapel Down Group,40034760,Chapel Down,Rose,7331901,73319,0,0.0,0,0,0,0,0,[],,750,750 ml,Chapel Down Group Chapel Down Rose
12.5,Fast sortiment,Lättare glasflaska,Vin,Mousserande vin,Torrt vitt,Ungern,"Mousserande vin, Vitt Torrt",['Chardonnay'],Balaton,Balatonboglár,Lättare glasflaska,79.0,Balatonboglár Winery,14144,Chapel Hill,Blanc de Blancs Chardonnay,764901,7649,0,0.5,4,1,8,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 8}]",,750,750 ml,Balatonboglár Winery Chapel Hill Blanc de Blancs Chardonnay
12.0,Fast sortiment,Lättare glasflaska,Vin,Vitt vin,Druvigt & Blommigt,Ungern,"Vitt vin, Druvigt & Blommigt","['Riesling', 'Sauvignon blanc']",Balaton,Balatonboglár,Lättare glasflaska,79.0,Balatonboglár Winery,2195,Chapel Hill,Riesling Sauvignon Blanc,290301,2903,0,2.0,4,1,8,0,4,"[{'key': 'TasteClockSweetness', 'value': 4}, {'key': 'TasteClockBody', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 8}]",2022,750,750 ml,Balatonboglár Winery Chapel Hill Riesling Sauvignon Blanc
12.5,Fast sortiment,Lättare glasflaska,Vin,Mousserande vin,Torrt vitt,Ungern,"Mousserande vin, Vitt Torrt",['Chardonnay'],Balaton,Balatonboglár,Lättare glasflaska,39.0,Balatonboglár Winery,225976,Chapel Hill,Blanc de Blancs Chardonnay,764904,7649,0,0.8,4,1,8,0,1,"[{'key': 'TasteClockSweetness', 'value': 1}, {'key': 'TasteClockBody', 'value': 4}, {'key': 'TasteClockFruitacid', 'value': 8}]",,200,200 ml,Balatonboglár Winery Chapel Hill Blanc de Blancs Chardonnay
13.0,Ordervaror,Flaska,Vin,Rött vin,,Frankrike,Rött vin,['Pinot noir'],Alsace,,Glasflaska,359.0,Domaine Trapet,24565099,Chapelle 1441 Pinot Noir,Domaine Trapet,5042001,50420,0,0.0,0,0,0,0,0,[],2019,750,750 ml,Domaine Trapet Chapelle 1441 Pinot Noir Domaine Trapet
14.0,Tillfälligt sortiment,Flaska,Vin,Rött vin,,Frankrike,Rött vin,[],Bourgogne,Côte de Nuits,Glasflaska,2975.0,Domaine Louis Jadot,37259608,Chapelle-Chambertin Grand Cru,Domaine Louis Jadot,9221301,92213,0,0.0,0,0,0,0,0,[],2021,750,750 ml,Domaine Louis Jadot Chapelle-Chambertin Grand Cru Domaine Louis Jadot
13.0,Tillfälligt sortiment,Flaska,Vin,Rött vin,,Frankrike,Rött vin,[],Bourgogne,Côte de Nuits,Glasflaska,4999.0,Domaine Trapet,32448793,Chapelle-Chambertin Grand Cru,Domaine Trapet,9217201,92172,0,0.0,0,0,0,0,0,[],2020,750,750 ml,Domaine Trapet Chapelle-Chambertin Grand Cru Domaine Trapet
13.5,Ordervaror,Flaska,Vin,Rött vin,,Frankrike,Rött vin,[],Bourgogne,Côte de Nuits,Glasflaska,4999.0,Domaine Trapet,28614939,Chapelle-Chambertin Grand Cru,Domaine Trapet,5820801,58208,0,0.0,0,0,0,0,0,[],2019,750,750 ml,Domaine Trapet Chapelle-Chambertin Grand Cru Domaine Trapet
14.5,Ordervaror,Flaska,Vin,Rött vin,,Spanien,Rött vin,[],Aragonien,Tierra Del Bajo Aragon,Glasflaska,180.0,Chapillon,966652,Chapillon,Cuvée Harmonie,7302701,73027,6,0.0,0,0,0,0,0,[],2012,750,750 ml,Chapillon Chapillon Cuvée Harmonie
14.5,Tillfälligt sortiment,Flaska,Vin,Rött vin,,Frankrike,Rött vin,[],Rhonedalen,Hermitage,Glasflaska,2199.0,M.Chapoutier,37260616,Chapoutier,Le Méal Ermitage,9452301,94523,0,0.0,0,0,0,0,0,[],2020,750,750 ml,M.Chapoutier Chapoutier Le Méal Ermitage
14.0,Tillfälligt sortiment,Flaska,Vin,Rött vin,,Frankrike,Rött vin,[],Rhonedalen,Hermitage,Glasflaska,2999.0,M.Chapoutier,37260622,Chapoutier,L'Ermite Ermitage,9451901,94519,0,0.0,0,0,0,0,0,[],2020,750,750 ml,M.Chapoutier Chapoutier L'Ermite Ermitage
14.5,Tillfälligt sortiment,Flaska,Vin,Rött vin,,Frankrike,Rött vin,[],Rhonedalen,Hermitage,Glasflaska,2649.0,M.Chapoutier,37260711,Chapoutier,Le Pavillon,9452801,94528,0,0.0,0,0,0,0,0,[],2020,750,750 ml,M.Chapoutier Chapoutier Le Pavillon
14.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Rhonedalen,Hermitage,Glasflaska,599.0,M.Chapoutier,27817843,Chapoutier,Chante-Alouette,5773501,57735,0,0.0,0,0,0,0,0,[],2020,750,750 ml,M.Chapoutier Chapoutier Chante-Alouette
13.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Rhonedalen,Saint-Péray,Glasflaska,239.0,M.Chapoutier,27817851,Chapoutier,Les Tanneurs Saint-Peray,5773701,57737,0,0.0,0,0,0,0,0,[],2020,750,750 ml,M.Chapoutier Chapoutier Les Tanneurs Saint-Peray
15.0,Ordervaror,Flaska,Vin,Rött vin,,Frankrike,Rött vin,[],Rhonedalen,Gigondas,Glasflaska,289.0,M.Chapoutier,27817855,Chapoutier,Les Jocasses Gigondas,5773801,57738,0,0.0,0,0,0,0,0,[],2021,750,750 ml,M.Chapoutier Chapoutier Les Jocasses Gigondas
14.0,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Rhonedalen,Condrieu,Glasflaska,449.0,M.Chapoutier,27890064,Chapoutier,Invitare Condrieu,5777201,57772,0,0.0,0,0,0,0,0,[],2020,750,750 ml,M.Chapoutier Chapoutier Invitare Condrieu
14.5,Ordervaror,Flaska,Vin,Vitt vin,,Frankrike,Vitt vin,[],Rhonedalen,VdP des Collines Rhodaniennes,Glasflaska,169.0,M.Chapoutier,28063785,Chapoutier,La Combe Pilate Blanc,5787001,57870,0,0.0,0,0,0,0,0,[],2018,750,750 ml,M.Chapoutier Chapoutier La Combe Pilate Blanc
